Movie Name,Release Year,Director,Age Difference,Actor 1 Name,Actor 1 Gender,Actor 1 Birthdate,Actor 1 Age,Actor 2 Name,Actor 2 Gender,Actor 2 Birthdate,Actor 2 Age
Gigli,2003,Martin Brest,3,Ben Affleck,man,8/15/1972,31,Jennifer Lopez,woman,7/24/1969,34
Hacksaw Ridge,2016,Mel Gibson,3,Andrew Garfield,man,8/20/1983,33,Teresa Palmer,woman,2/26/1986,30
He's Just Not That Into You,2009,Ken Kwapis,3,Ben Affleck,man,8/15/1972,37,Jennifer Aniston,woman,2/11/1969,40
His Girl Friday,1940,Howard Hawks,3,Cary Grant,man,1/18/1904,36,Rosalind Russell,woman,6/4/1907,33
I Know What You Did Last Summer,1997,Jim Gillespie,3,Freddie Prinze Jr.,man,3/8/1976,21,Jennifer Love Hewitt,woman,2/21/1979,18
I Know What You Did Last Summer,1997,Jim Gillespie,3,Ryan Phillippe,man,9/10/1974,23,Sarah Michelle Gellar,woman,4/14/1977,20
Idle Hands,1999,Rodman Flender,3,Devon Sawa,man,9/7/1978,21,Jessica Alba,woman,4/28/1981,18
Imagine Me & You,2005,Ol Parker,3,Lena Headey,woman,10/3/1973,32,Piper Perabo,woman,10/31/1976,29
Independence Day: Resurgence,2016,Roland Emmerich,3,Liam Hemsworth,man,1/13/1990,26,Maika Monroe,woman,5/29/1993,23
Inferno,2016,Ron Howard,3,Ben Foster,man,10/29/1980,36,Felicity Jones,woman,10/17/1983,33
Inventing the Abbotts,1997,Pat O'Connor,3,Joaquin Phoenix,man,10/28/1974,23,Liv Tyler,woman,7/1/1977,20
Invincible,2006,Ericson Core,3,Mark Wahlberg,man,6/5/1971,35,Elizabeth Banks,woman,2/10/1974,32
Juno,2007,Jason Reitman,3,Jason Bateman,man,1/14/1969,38,Jennifer Garner,woman,4/17/1972,35
Just Go with It,2011,Dennis Dugan,3,Adam Sandler,man,9/9/1966,45,Jennifer Aniston,woman,2/11/1969,42
Knocked Up,2007,Judd Apatow,3,Paul Rudd,man,4/6/1969,38,Leslie Mann,woman,3/26/1972,35
La ragazza con la valigia,1961,Valerio Zurlini,3,Jacques Perrin,man,7/13/1941,20,Claudia Cardinale,woman,4/15/1938,23
Les Miserables,2012,Tom Hooper,3,Eddie Redmayne,man,1/26/1982,30,Amanda Seyfried,woman,12/3/1985,27
Liar Liar,1997,Tom Shadyac,3,Jim Carrey,man,1/17/1962,35,Maura Tierney,woman,2/3/1965,32
Look Who's Talking,1989,Amy Heckerling,3,John Travolta,man,2/18/1954,35,Kirstie Alley,woman,1/12/1951,38
Made of Honor,2008,Paul Weiland,3,Kevin McKidd,man,8/9/1973,35,Michelle Monaghan,woman,3/23/1976,32
Me Before You,2016,Thea Sharrock,3,Matthew Lewis,man,6/27/1989,27,Emilia Clarke,woman,10/23/1986,30
Mickey Blue Eyes,1999,Kelly Makin,3,Hugh Grant,man,9/9/1960,39,Jeanne Tripplehorn,woman,6/10/1963,36
Mirror Mirror,2012,Tarsem Singh,3,Armie Hammer,man,8/28/1986,26,Lily Collins,woman,3/18/1989,23
Mona Lisa Smile,2003,Mike Newell,3,Topher Grace,man,7/19/1978,25,Julia Stiles,woman,3/28/1981,22
Neighbors,2014,Nicholas Stoller,3,Seth Rogen,man,4/15/1982,32,Rose Byrne,woman,7/24/1979,35
On the Basis of Sex,2018,Mimi Leder,3,Armie Hammer,man,8/28/1986,32,Felicity Jones,woman,10/17/1983,35
One Fine Day,1996,Michael Hoffman,3,George Clooney,man,5/6/1961,35,Michelle Pfeiffer,woman,4/29/1958,38
Palo Alto,2013,Gia Coppola,3,Nat Wolff,man,12/17/1994,19,Emma Roberts,woman,2/10/1991,22
Pete's Dragon,2016,David Lowery,3,Wes Bentley,man,9/4/1978,38,Bryce Dallas Howard,woman,3/2/1981,35
Professor Marston and the Wonder Women,2017,Angela Robinson,3,Luke Evans,man,4/15/1979,38,Rebecca Hall,woman,5/3/1982,35
Pushing Tin,1999,Mike Newell,3,John Cusack,man,6/28/1966,33,Cate Blanchett,woman,5/14/1969,30
Ready Player One,2018,Steven Spielberg,3,Tye Sheridan,man,11/11/1996,22,Olivia Cooke,woman,12/27/1993,25
Risky Business,1983,Paul Brickman,3,Tom Cruise,man,7/3/1962,21,Rebecca De Mornay,woman,8/29/1959,24
Robin Hood: Prince of Thieves,1991,Kevin Reynolds,3,Kevin Costner,man,1/18/1955,36,Mary Elizabeth Mastrantonio,woman,11/17/1958,33
Savages,2007,undefined,3,Aaron Taylor-Johnson,man,6/13/1990,17,Blake Lively,woman,8/25/1987,20
Selma,2014,Ava DuVernay,3,David Oyelowo,man,4/1/1976,38,Carmen Ejogo,woman,1/1/1973,41
She's All That,1999,Robert Iscove,3,Freddie Prinze Jr.,man,3/8/1976,23,Rachael Leigh Cook,woman,10/4/1979,20
"Six Days, Seven Nights",1998,Ivan Reitman,3,David Schwimmer,man,11/2/1966,32,Anne Heche,woman,5/25/1969,29
Solo: A Star Wars Story,2018,Ron Howard,3,Alden Ehrenreich,man,11/22/1989,29,Emilia Clarke,woman,10/23/1986,32
Soul Food,1997,George Tillman Jr.,3,Michael Beach,man,10/30/1963,34,Gina Ravera,woman,5/20/1966,31
Tag,2018,Jeff Tomsic,3,Jeremy Renner,man,1/7/1971,47,Leslie Bibb,woman,11/17/1974,44
The 40-Year Old Virgin,2005,Judd Apatow,3,Steve Carell,man,8/16/1962,43,Catherine Keener,woman,3/23/1959,46
The Age of Adaline,2015,Lee Toland Krieger,3,Anthony Ingruber,man,2/5/1990,25,Blake Lively,woman,8/25/1987,28
The Beach,2000,Danny Boyle,3,Guillaume Canet,man,4/10/1973,27,Virginie Ledoyen,woman,11/15/1976,24
The Best of me,2014,Michael Hoffman,3,James Marsden,man,9/18/1973,41,Michelle Monaghan,woman,3/23/1976,38
The Dark Knight,2008,Christopher Nolan,3,Christian Bale,man,1/30/1974,34,Maggie Gyllenhaal,woman,11/16/1977,31
The Departed,2006,Martin Scorsese,3,Matt Damon,man,10/8/1970,36,Vera Farmiga,woman,8/6/1973,33
The Disaster Artist,2017,James Franco,3,Dave Franco,man,6/12/1985,32,Alison Brie,woman,12/29/1982,35
The Fault in Our Stars,2014,Josh Boone,3,Ansel Elgort,man,3/14/1994,20,Shailene Woodley,woman,11/15/1991,23
The Favourite,2018,Yorgos Lanthimos,3,Joe Alwyn,man,2/21/1991,27,Emma Stone,woman,11/6/1988,30
The Five-Year Engagement,2012,Nicholas Stoller,3,Jason Segel,man,1/18/1980,32,Emily Blunt,woman,2/23/1983,29
The Graduate,1967,Mike Nichols,3,Dustin Hoffman,man,8/8/1937,30,Katharine Ross,woman,1/29/1940,27
The Lucky One,2012,Scott Hicks,3,Zac Efron,man,10/18/1987,25,Taylor Schilling,woman,7/27/1984,28
The Matrix,1999,"Lana Wachowski, Lilly Wachowski",3,Keanu Reeves,man,9/2/1964,35,Carrie-Anne Moss,woman,8/21/1967,32
The Only Living Boy in New York,2017,Marc Webb,3,Callum Turner,man,2/15/1990,27,Kiersey Clemons,woman,12/17/1993,24
The Spy Who Dumped Me,2018, Susanna Fogel,3,Sam Heughan,man,4/30/1980,38,Mila Kunis,woman,8/14/1983,35
The Story of Us,1999,Rob Reiner,3,Bruce Willis,man,3/19/1955,44,Michelle Pfeiffer,woman,4/29/1958,41
The Vow,2012,Michael Sucsy,3,Scott Speedman,man,9/1/1975,37,Rachel McAdams,woman,11/17/1978,34
Trainwreck,2015,Judd Apatow,3,Bill Hader,man,6/7/1978,37,Amy Schumer,woman,6/1/1981,34
Twilight,2008,Catherine Hardwicke,3,Jackson Rathbone,man,12/14/1984,24,Ashley Greene,woman,4/21/1987,21
Twilight,2008,Catherine Hardwicke,3,Kellan Lutz,man,3/15/1985,23,Nikki Reed,woman,5/17/1988,20
Us,2019,Jordan Peele,3,Winston Duke,man,11/15/1986,33,Lupita Nyong'o,woman,3/1/1983,36
Wedding Crashers,2005,David Dobkin,3,Bradley Cooper,man,1/5/1975,30,Rachel McAdams,woman,11/17/1978,27
White Men Can't Jump,1992,Ron Shelton,3,Woody Harrelson,man,7/23/1961,31,Rosie Perez,woman,9/6/1964,28
Widows,2018,Steve McQueen,3,Manuel Garcia-Rulfo,man,2/25/1981,37,Michelle Rodriguez,woman,7/12/1978,40
X2: X-Men United,2003,Bryan Singer,3,Shawn Ashmore,man,10/7/1979,24,Anna Paquin,woman,7/24/1982,21
10 Things I Hate About You,1999,Gil Junger,2,Heath Ledger,man,4/24/1979,20,Julia Stiles,woman,3/28/1981,18
A Most Violent Year,2014,J.C. Chandor,2,Oscar Isaac,man,3/9/1979,35,Jessica Chastain,woman,3/24/1977,37
A Simple Favor,2018,Paul Feig,2,Henry Golding,man,2/5/1987,31,Anna Kendrick,woman,8/9/1985,33
A Walk on the Moon,1999,Tony Goldwyn,2,Liev Schreiber,man,10/4/1967,32,Diane Lane,woman,1/21/1965,34
Ace Ventura: Pet Detective,1994,Tom Shadyac,2,Jim Carrey,man,1/17/1962,32,Courteney Cox,woman,6/15/1964,30
Aladdin,2019,Guy Ritchie,2,Mena Massoud,man,9/17/1991,28,Naomi Scott,woman,5/6/1993,26
And So It Goes,2014,Rob Reiner,2,Michael Douglas,man,9/25/1944,70,Diane Keaton,woman,1/5/1946,68
Anger Management,2003,Peter Segal,2,Adam Sandler,man,9/9/1966,37,Marisa Tomei,woman,12/4/1964,39
Annihilation,2018,Alex Garland,2,Oscar Isaac,man,3/9/1979,39,Natalie Portman,woman,6/9/1981,37
Austin Powers: International Man of Mystery,1997,Jay Roach,2,Mike Myers,man,4/25/1963,34,Elizabeth Hurley,woman,6/10/1965,32
Ben-Hur,2016,Timur Bekmambetov,2,Jack Huston,man,12/7/1982,34,Nazanin Boniadi,woman,5/22/1980,36
Big Daddy,1999,Dennis Dugan,2,Adam Sandler,man,9/9/1966,33,Joey Lauren Adams,woman,1/9/1968,31
Bridesmaids,2011,Paul Feig,2,Jon Hamm,man,3/10/1971,40,Kristen Wiig,woman,8/22/1973,38
Brokeback Mountain,2005,Ang Lee,2,Jake Gyllenhaal,man,12/19/1980,25,Anne Hathaway,woman,11/12/1982,23
Casanova,2005,Lasse Hallström,2,Heath Ledger,man,4/24/1979,26,Sienna Miller,woman,12/28/1981,24
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",2,Steve Carell,man,8/16/1962,49,Julianne Moore,woman,12/3/1960,51
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",2,Kevin Bacon,man,7/8/1958,53,Julianne Moore,woman,12/3/1960,51
Dan in Real Life,2007,Peter Hedges,2,Steve Carell,man,8/16/1962,45,Juliette Binoche,woman,3/9/1964,43
Dave,1993,Ivan Reitman,2,Kevin Kline,man,10/24/1947,46,Sigourney Weaver,woman,10/8/1949,44
Doctor Strange,2016,Scott Derrickson,2,Benedict Cumberbatch,man,7/19/1976,40,Rachel McAdams,woman,11/17/1978,38
Down and Out in Beverly Hills,1986,Paul Mazursky,2,Richard Dreyfuss,man,10/29/1947,39,Bette Midler,woman,12/1/1945,41
EDtv,1999,Ron Howard,2,Matthew McConaughey,man,11/4/1969,30,Jenna Elfman,woman,9/30/1971,28
Easy A,2010,Will Gluck,2,Penn Badgley,man,11/1/1986,24,Emma Stone,woman,11/6/1988,22
Ed Wood,1994,Tim Burton,2,Johnny Depp,man,6/9/1963,31,Sarah Jessica Parker,woman,3/25/1965,29
Enchanted,2007,Kevin Lima,2,James Marsden,man,9/18/1973,34,Idina Menzel,woman,5/30/1971,36
Enemy at the Gates,2001,Jean-Jacques Annaud,2,Jude Law,man,12/29/1972,29,Rachel Weisz,woman,3/7/1970,31
Fantastic Beasts and Where to Find Them,2016,David Yates,2,Eddie Redmayne,man,1/26/1982,34,Katherine Waterston,woman,3/3/1980,36
Fifty Shades of Grey,2015,Sam Taylor-Johnson,2,Luke Grimes,man,1/21/1984,31,Eloise Mumford,woman,9/24/1986,29
Four Weddings and a Funeral,1994,Mike Newell,2,Hugh Grant,man,9/9/1960,34,Andie MacDowell,woman,4/21/1958,36
Friends with Benefits,2011,Will Gluck,2,Justin Timberlake,man,1/31/1981,30,Mila Kunis,woman,8/14/1983,28
Gangs of New York,2002,Martin Scorsese,2,Leonardo DiCaprio,man,11/11/1974,28,Cameron Diaz,woman,8/30/1972,30
I Don't Know How She Does It,2011,Douglas McGrath,2,Greg Kinnear,man,6/17/1963,48,Sarah Jessica Parker,woman,3/25/1965,46
Imagine Me & You,2005,Ol Parker,2,Matthew Goode,man,4/3/1978,27,Piper Perabo,woman,10/31/1976,29
Inventing the Abbotts,1997,Pat O'Connor,2,Billy Crudup,man,7/8/1968,29,Jennifer Connelly,woman,12/12/1970,27
Jeux d'enfants,2003,Yann Samuell,2,Guillaume Canet,man,4/10/1973,30,Marion Cotillard,woman,9/30/1975,28
Jurassic World,2015,Colin Trevorrow,2,Chris Pratt,man,6/21/1979,36,Bryce Dallas Howard,woman,3/2/1981,34
Last Holiday,2006,Wayne Wang,2,LL Cool J,man,1/14/1968,38,Queen Latifah,woman,3/18/1970,36
Last Night,2010,Massy Tadjedin,2,Sam Worthington,man,8/2/1976,34,Eva Mendes,woman,3/5/1974,36
Le notti di Cabiria,1957,Federico Fellini,2,François Périer,man,11/10/1919,38,Giulietta Masina,woman,2/22/1921,36
Legally Blonde,2001,Robert Luketic,2,Matthew Davis,man,5/8/1978,23,Reese Witherspoon,woman,3/21/1976,25
Little Nicky,2000,Steven Brill,2,Adam Sandler,man,9/9/1966,34,Patricia Arquette,woman,4/8/1968,32
Love & Basketball,2000,Gina Prince-Bythewood,2,Omar Epps,man,7/20/1973,27,Sanaa Lathan,woman,9/19/1971,29
Love & Other Drugs,2010,Edward Zwick,2,Jake Gyllenhaal,man,12/19/1980,30,Anne Hathaway,woman,11/12/1982,28
Love Story,1970,Arthur Hiller,2,Ryan O'Neal,man,4/20/1941,29,Ali MacGraw,woman,4/1/1939,31
Mona Lisa Smile,2003,Mike Newell,2,Dominic West,man,10/15/1969,34,Julia Roberts,woman,10/28/1967,36
Office Space,1999,Mike Judge,2,Ron Livingston,man,6/5/1967,32,Jennifer Aniston,woman,2/11/1969,30
Old School,2003,Todd Phillips,2,Luke Wilson,man,9/21/1971,32,Ellen Pompeo,woman,11/10/1969,34
Pitch Perfect,2012,Jason Moore,2,Skylar Astin,man,9/23/1987,25,Anna Kendrick,woman,8/9/1985,27
Robin Hood,2018,Otto Bathurst,2,Taron Egerton,man,11/10/1989,29,Eve Hewson,woman,7/7/1991,27
Rumor Has It...,2005,Rob Reiner,2,Mark Ruffalo,man,11/22/1967,38,Jennifer Aniston,woman,2/11/1969,36
Safe Men,1998,John Hamburg,2,Sam Rockwell,man,11/5/1968,30,Christina Kirk,woman,11/10/1970,28
Sex and the City,2008,Michael Patrick King,2,David Eigenberg,man,5/17/1964,44,Cynthia Nixon,woman,4/9/1966,42
Shakespeare in Love,1998,John Madden,2,Joseph Fiennes,man,5/27/1970,28,Gwyneth Paltrow,woman,9/27/1972,26
Sister Act,1992,Emile Ardolino,2,Bill Nunn,man,10/20/1953,39,Whoopi Goldberg,woman,11/13/1955,37
Something New,2006,Sanaa Hamri,2,Simon Baker,man,7/30/1969,37,Sanaa Lathan,woman,9/19/1971,35
Spider-Man: Far From Home,2019,Jon Watts,2,Jon Favreau,man,10/19/1966,53,Marisa Tomei,woman,12/4/1964,55
Tag,2018,Jeff Tomsic,2,Jake Johnson,man,5/28/1978,40,Rashida Jones,woman,2/25/1976,42
Tag,2018,Jeff Tomsic,2,Ed Helms,man,1/24/1974,44,Isla Fisher,woman,2/3/1976,42
The Beach,2000,Danny Boyle,2,Leonardo DiCaprio,man,11/11/1974,26,Virginie Ledoyen,woman,11/15/1976,24
The Butterfly Effect,2004,"Eric Bress, J. Mackye Gruber",2,Ashton Kutcher,man,2/7/1978,26,Amy Smart,woman,3/26/1976,28
The English Patient,1996,Anthony Minghella,2,Kristin Scott Thomas,woman,5/24/1960,36,Ralph Fiennes,man,12/22/1962,34
The Family Stone,2007,Thomas Bezucha,2,Craig T. Nelson,man,4/4/1944,63,Diane Keaton,woman,1/5/1946,61
The Family Stone,2007,Thomas Bezucha,2,Dermot Mulroney,man,10/31/1963,44,Sarah Jessica Parker,woman,3/25/1965,42
The Girl with the Dragon Tattoo,2011,David Fincher,2,Daniel Craig,man,3/2/1968,43,Robin Wright,woman,4/8/1966,45
The Good Shepherd,2006,Robert De Niro,2,Matt Damon,man,10/8/1970,36,Tammy Blanchard,woman,12/14/1972,34
The Hunger Games: Mockingjay Part 2,2015,Francis Lawrence,2,Josh Hutcherson,man,10/12/1992,23,Jennifer Lawrence,woman,8/15/1990,25
The Kids Are All Right,2010,Lisa Cholodenko,2,Annette Bening,woman,5/29/1958,52,Julianne Moore,woman,12/3/1960,50
The Last Time I Committed Suicide,1997,Stephen T. Kay,2,Thomas Jane,man,2/22/1969,28,Claire Forlani,woman,12/17/1971,26
The Mummy,1999,Stephen Sommers,2,Brendan Fraser,man,12/3/1968,31,Rachel Weisz,woman,3/7/1970,29
The Notebook,2004,Nick Cassavetes,2,Ryan Gosling,man,11/12/1980,24,Rachel McAdams,woman,11/17/1978,26
The Other Woman,2014,Nick Cassavetes,2,Nikolaj Coster-Waldau,man,7/27/1970,44,Leslie Mann,woman,3/26/1972,42
The Other Woman,2014,Nick Cassavetes,2,Nikolaj Coster-Waldau,man,7/27/1970,44,Cameron Diaz,woman,8/30/1972,42
The Private Lives of Pippa Lee,2009,Rebecca Miller,2,Keanu Reeves,man,9/2/1964,45,Robin Wright,woman,4/8/1966,43
The Twilight Saga: New Moon,2009,Chris Weitz,2,Taylor Lautner,man,2/11/1992,17,Kristen Stewart,woman,4/9/1990,19
The Vow,2012,Michael Sucsy,2,Channing Tatum,man,4/26/1980,32,Rachel McAdams,woman,11/17/1978,34
The Wood,1999,Rick Famuyiwa,2,Omar Epps,man,7/20/1973,26,Sanaa Lathan,woman,9/19/1971,28
The Young Victoria,2009,Jean-Marc Vallée,2,Rupert Friend,man,10/1/1981,28,Emily Blunt,woman,2/23/1983,26
Thor,2011,Kenneth Branagh,2,Chris Hemsworth,man,8/11/1983,28,Natalie Portman,woman,6/9/1981,30
Tristan + Isolde,2006,Kevin Reynolds,2,James Franco,man,4/19/1978,28,Sophia Myles,woman,3/18/1980,26
Twilight,2008,Catherine Hardwicke,2,Peter Facinelli,man,11/26/1973,35,Elizabeth Reaser,woman,6/15/1975,33
Unforgettable,2017,Denise Di Novi,2,Geoff Stults,man,12/15/1977,40,Rosario Dawson,woman,5/9/1979,38
Virginia,2010,Dustin Lance Black,2,Harrison Gilbertson,man,6/29/1993,17,Emma Roberts,woman,2/10/1991,19
Walk the Line,2005,James Mangold,2,Joaquin Phoenix,man,10/28/1974,31,Reese Witherspoon,woman,3/21/1976,29
We Were Soldiers,2002,Randall Wallace,2,Mel Gibson,man,1/3/1956,46,Madeleine Stowe,woman,8/18/1958,44
Why Him?,2016,John Hamburg,2,Bryan Cranston,man,3/7/1956,60,Megan Mullally,woman,11/12/1958,58
500 Days of Summer,2009,Marc Webb,1,Joseph Gordon-Levitt,man,2/17/1981,28,Zooey Deschanel,woman,1/17/1980,29
9 1/2 Weeks,1986,Adrian Lyne,1,Mickey Rourke,man,9/16/1952,34,Kim Basinger,woman,12/8/1953,33
A Knight's Tale,2001,Brian Helgeland,1,Heath Ledger,man,4/24/1979,22,Shannyn Sossamon,woman,10/3/1978,23
Angel Eyes,2001,Luis Mandoki,1,Jim Caviezel,man,9/26/1968,33,Jennifer Lopez,woman,7/24/1969,32
Australia,2008,Baz Luhrmann,1,Hugh Jackman,man,10/12/1968,40,Nicole Kidman,woman,6/20/1967,41
Baywatch,2017,Seth Gordon,1,Zac Efron,man,10/18/1987,30,Alexandra Daddario,woman,3/16/1986,31
Because I Said So,2007,Michael Lehmann,1,Stephen Collins,man,10/1/1947,60,Diane Keaton,woman,1/5/1946,61
Before Sunrise,1995,Richard Linklater,1,Ethan Hawke,man,11/6/1970,25,Julie Delpy,woman,12/21/1969,26
Beverly Hills Ninja,1997,Dennis Dugan,1,Chris Farley,man,2/15/1964,33,Nicollette Sheridan,woman,11/21/1963,34
Breakfast at Tiffany's,1961,Blake Edwards,1,George Peppard,man,10/1/1928,33,Audrey Hepburn,woman,5/4/1929,32
Breathe,2017,Andy Serkis,1,Andrew Garfield,man,8/20/1983,34,Claire Foy,woman,4/16/1984,33
Brokeback Mountain,2005,Ang Lee,1,Jake Gyllenhaal,man,12/19/1980,25,Heath Ledger,man,4/24/1979,26
Brokeback Mountain,2005,Ang Lee,1,Heath Ledger,man,4/24/1979,26,Michelle Williams,woman,9/9/1980,25
Captain America: The First Avenger,2011,Joe Johnston,1,Chris Evans,man,6/13/1981,30,Hayley Atwell,woman,4/5/1982,29
Chocolat,2000,Lasse Hallström,1,Johnny Depp,man,6/9/1963,37,Juliette Binoche,woman,3/9/1964,36
Cocktail,1988,Homi Adajania,1,Tom Cruise,man,7/3/1962,26,Elisabeth Shue,woman,10/6/1963,25
Dodgeball,2004,Rawson Marshall Thurber,1,Vince Vaughn,man,3/28/1970,34,Christine Taylor,woman,7/30/1971,33
Dr. No,1962,Terence Young,1,Sean Connery,man,8/25/1930,32,Eunice Gayson,woman,3/17/1931,31
Fever Pitch,2005,"Bobby Farrelly, Peter Farrelly",1,Jimmy Fallon,man,9/19/1974,31,Drew Barrymore,woman,2/22/1975,30
French Kiss,1995,Lawrence Kasdan,1,Timothy Hutton,man,8/16/1960,35,Meg Ryan,woman,11/19/1961,34
Friday,1995,F. Gary Gray,1,Ice Cube,man,6/15/1969,26,Nia Long,woman,10/30/1970,25
Get Out,2017,Jordan Peele,1,Daniel Kaluuya,man,2/24/1989,28,Allison Williams,woman,4/13/1988,29
Guardians of the Galaxy,2014,James Gunn,1,Chris Pratt,man,6/21/1979,35,Zoe Saldana,woman,6/19/1978,36
Hardball,2001,Brian Robbins,1,Keanu Reeves,man,9/2/1964,37,Diane Lane,woman,1/21/1965,36
He's Just Not That Into You,2009,Ken Kwapis,1,Kevin Connolly,man,3/5/1974,35,Drew Barrymore,woman,2/22/1975,34
Hustle & Flow,2005,Craig Brewer,1,Terrence Howard,man,3/11/1969,36,Taraji P. Henson,woman,9/11/1970,35
In the Heights,2021,John M. Chu,1,Anthony Ramos,man,11/1/1991,30,Melissa Barrera,woman,7/4/1990,31
Inception,2010,Christopher Nolan,1,Leonardo DiCaprio,man,11/11/1974,36,Marion Cotillard,woman,9/30/1975,35
Indecent Proposal,1993,Adrian Lyne,1,Woody Harrelson,man,7/23/1961,32,Demi Moore,woman,11/11/1962,31
Juno,2007,Jason Reitman,1,Michael Cera,man,6/7/1988,19,Ellen Page,woman,2/21/1987,20
Jury Duty,1995,John Fortenberry,1,Pauly Shore,man,2/1/1968,27,Tia Carrere,woman,1/2/1967,28
Lady Bird,2017,Greta Gerwig,1,Timothée Chalamet,man,12/27/1995,22,Saoirse Ronan,woman,4/12/1994,23
Layer Cake,2004,Matthew Vaughn,1,Ben Whishaw,man,10/14/1980,24,Sienna Miller,woman,12/28/1981,23
Leap Year,2010,Anand Tucker,1,Adam Scott,man,4/3/1973,37,Amy Adams,woman,8/20/1974,36
Marriage Story,2019,Noah Baumbach,1,Adam Driver,man,11/19/1983,36,Scarlett Johansson,woman,11/22/1984,35
Miss Congeniality,2000,Donald Petrie,1,Benjamin Bratt,man,12/16/1963,37,Sandra Bullock,woman,7/26/1964,36
Monster Trucks,2017,Chris Wedge,1,Lucas Till,man,8/10/1990,27,Jane Levy,woman,12/29/1989,28
Mother's Day,2016,Garry Marshall,1,Timothy Olyphant,man,5/20/1968,48,Jennifer Aniston,woman,2/11/1969,47
My Big Fat Greek Wedding,2002,Joel Zwick,1,John Corbett,man,5/9/1961,41,Nia Vardalos,woman,9/24/1962,40
On Her Majesty's Secret Service,1969,Peter R. Hunt,1,George Lazenby,man,9/5/1939,30,Diana Rigg,woman,7/20/1938,31
Pearl Harbor,2001,Michael Bay,1,Ben Affleck,man,8/15/1972,29,Kate Beckinsale,woman,7/26/1973,28
Pride & Prejudice,2005,Joe Wright,1,Simon Woods,man,1/7/1980,25,Rosamund Pike,woman,1/27/1979,26
Punch-Drunk Love,2002,Paul Thomas Anderson,1,Adam Sandler,man,9/9/1966,36,Emily Watson,woman,1/14/1967,35
Requiem for a Dream,2000,Darren Aronofsky,1,Jared Leto,man,12/26/1971,29,Jennifer Connelly,woman,12/12/1970,30
Ride Along,2014,Tim Story,1,Kevin Hart,man,7/6/1979,35,Tika Sumpter,woman,6/20/1980,34
Rumble Fish,1983,Francis Ford Coppola,1,Matt Dillon,man,2/18/1964,19,Diane Lane,woman,1/21/1965,18
Sense and Sensibility,1995,Ang Lee,1,Hugh Grant,man,9/9/1960,35,Emma Thompson,woman,4/15/1959,36
Shopgirl,2005,Anand Tucker,1,Jason Schwartzman,man,6/26/1980,25,Claire Danes,woman,4/12/1979,26
Skyscraper,2018,Rawson Marshall Thurber,1,Dwayne Johnson,man,5/2/1972,46,Neve Campbell,woman,10/3/1973,45
Slackers,2002,Dewey Nicks,1,Devon Sawa,man,9/7/1978,24,Jaime King,woman,4/23/1979,23
Star Trek,2009,J.J. Abrams,1,Zachary Quinto,man,6/2/1977,32,Zoe Saldana,woman,6/19/1978,31
Stella Dallas,1937,King Vidor,1,Tim Holt,man,2/5/1919,18,Anne Shirley,woman,4/17/1918,19
Stomp the Yard,2007,Sylvain White,1,Columbus Short,man,9/19/1982,25,Meagan Good,woman,8/8/1981,26
Tadpole,2002,Gary Winick,1,John Ritter,man,9/17/1948,54,Sigourney Weaver,woman,10/8/1949,53
The Aviator,2004,Martin Scorsese,1,Leonardo DiCaprio,man,11/11/1974,30,Kate Beckinsale,woman,7/26/1973,31
The Break-Up,2006,Peyton Reed,1,Vince Vaughn,man,3/28/1970,36,Jennifer Aniston,woman,2/11/1969,37
The Departed,2006,Martin Scorsese,1,Leonardo DiCaprio,man,11/11/1974,32,Vera Farmiga,woman,8/6/1973,33
The Details,2011,Jacob Aaron Estes,1,Tobey Maguire,man,6/27/1975,36,Elizabeth Banks,woman,2/10/1974,37
The Family Stone,2007,Thomas Bezucha,1,Tyrone Giordano,man,4/18/1976,31,Brian J. White,man,4/21/1975,32
The Last of the Mohicans,1992,Michael Mann,1,Daniel Day-Lewis,man,4/29/1957,35,Madeleine Stowe,woman,8/18/1958,34
The Martian,2015,Ridley Scott,1,Sebastian Stan,man,8/13/1982,33,Kate Mara,woman,2/27/1983,32
The Painted Veil,2006,John Curran,1,Edward Norton,man,8/18/1969,37,Naomi Watts,woman,9/28/1968,38
The Sum of All Fears,2002,Phil Alden Robinson,1,Ben Affleck,man,8/15/1972,30,Bridget Moynahan,woman,4/28/1971,31
The Theory of Everything,2014,James Marsh,1,Eddie Redmayne,man,1/26/1982,32,Felicity Jones,woman,10/17/1983,31
The Thomas Crown Affair,1999,John McTiernan,1,Pierce Brosnan,man,5/16/1953,46,Rene Russo,woman,2/17/1954,45
This Means War,2012,McG,1,Tom Hardy,man,9/15/1977,35,Reese Witherspoon,woman,3/21/1976,36
Titanic,1997,James Cameron,1,Leonardo DiCaprio,man,11/11/1974,23,Kate Winslet,woman,10/5/1975,22
Tommy Boy,1995,Peter Segal,1,Chris Farley,man,2/15/1964,31,Julie Warner,woman,2/9/1965,30
Transformers: Dark of the Moon,2011,Michael Bay,1,Shia LaBeouf,man,6/11/1986,25,Rosie Huntington-Whiteley,woman,4/18/1987,24
Troy,2004,Wolfgang Petersen,1,Orlando Bloom,man,1/13/1977,27,Diane Kruger,woman,7/15/1976,28
Unfaithful,2002,Adrian Lyne,1,Olivier Martinez,man,1/12/1966,36,Diane Lane,woman,1/21/1965,37
